id,umap_x,umap_y,syllable_type
9.0,2.3027856,-3.2716627,Complex
10.0,9.918572,2.422877,Down
11.0,6.082115,-5.0188184,Chevron
12.0,5.9909463,-5.1070466,Complex
13.0,6.670454,-5.5143323,Short
1.0,3.2536738,-4.4468956,Short
2.0,4.7911706,-3.8236647,Complex
3.0,5.512745,-2.6720984,Short
4.0,15.424562,2.845604,Flat
5.0,3.6279385,-2.8206787,Complex
6.0,5.208459,-2.832932,Up
1.0,2.645885,-3.724011,Short
2.0,2.156353,-3.337657,Short
3.0,3.1256866,-2.8940182,Complex
4.0,5.1820574,-2.4428358,Down
5.0,5.7180257,-5.0550323,Complex
6.0,4.16971,-3.724469,Chevron
7.0,5.3172445,-5.5901785,Complex
1.0,5.482904,-5.507373,Complex
2.0,5.91301,-5.1799545,Complex
3.0,3.2360222,-4.4975886,Short
4.0,15.546103,2.9658773,Short
5.0,13.579057,5.0979557,Flat
1.0,7.169759,4.022523,Flat
2.0,3.7904017,-0.842028,Frequency_Jump
3.0,3.238321,4.788986,Frequency_Jump
4.0,2.529725,4.1654096,Down
5.0,1.268631,3.1457744,Frequency_Jump
6.0,1.2431412,2.9266036,Frequency_Jump
7.0,10.684909,4.4936824,Flat
8.0,11.845715,5.02226,Short
1.0,3.1994257,-4.4612017,Short
1.0,12.974536,3.3611312,Short
2.0,2.451966,-2.293271,Complex
3.0,4.576788,0.85630757,Chevron
4.0,2.0039904,4.746228,Frequency_Jump
5.0,1.1210668,3.1101546,Chevron
6.0,2.3080373,4.3747854,Frequency_Jump
7.0,8.663203,2.9717824,Flat
8.0,13.872407,3.6981702,Flat
