png,noise_rank,tier,traditional_label,wav_stem,det_start_s,det_end_s,call_length_s,principal_freq_hz,tonality,mean_power_db,det_prob_max,hdbscan_label,hdbscan_probability,umap_x,umap_y,verdict,couple,nn_center_gap_s,nn_edge_gap_s,nn_hdbscan_label,nn_start_s,nn_end_s
c0_130_auto_accept_Cluster_16_131212_1000_m4fm3_chunk_123_1p964s.png,130,auto_accept,Cluster_16,131212_1000_m4fm3_chunk_123,1.96352,1.97632,0.01235,58.62068965517241,0.1913451628397714,-101.89021717584008,0.9575687646865844,0,0.6181958548870785,8.859805,9.569571,noise,m4fm3,0.1322666666666672,0.029866666666667152,2.0,1.7416533333333333,1.9336533333333328
c0_131_auto_accept_Cluster_12_131211_1800_m1fm4_chunk_311_0p022s.png,131,auto_accept,Cluster_12,131211_1800_m1fm4_chunk_311,0.0221866666666666,0.0733866666666666,0.0228,57.60869565217392,0.1794729559979188,-104.17958897633235,0.9067069888114928,0,0.8508051169290528,8.556778,8.472619,noise,m1fm4,0.13440000000000002,0.046933333333333396,0.0,0.12032,0.2440533333333333
c0_132_auto_accept_Cluster_12_131205_1000_m4fm4_chunk_010_0p125s.png,132,auto_accept,Cluster_12,131205_1000_m4fm4_chunk_010,0.1245866666666666,0.2781866666666667,0.1313333333333333,65.9090909090909,0.1805450872524593,-100.6155599341996,0.9213358163833618,0,0.9773613926815607,9.640291,9.143493,noise,m4fm4,0.5909333333333333,0.46933333333333327,0.0,0.74752,0.83712
c0_133_auto_accept_Cluster_12_131205_1000_m4fm4_chunk_038_1p964s.png,133,auto_accept,Cluster_12,131205_1000_m4fm4_chunk_038,1.96352,1.97632,0.01007,66.37931034482759,0.1861191919315601,-102.65174567317337,0.9252651929855348,0,1.0,8.389457,9.546734,noise,m4fm4,0.0981333333333334,0.021333333333333204,2.0,1.8013866666666667,1.9421866666666667
c0_134_auto_accept_Cluster_12_131210_1000_m6fm6_chunk_134_0p022s.png,134,auto_accept,Cluster_12,131210_1000_m6fm6_chunk_134,0.0221866666666666,0.03072,0.0081466666666666,84.04255319148936,0.1976606254101728,-103.7069435330082,0.9340930581092834,0,1.0,8.088688,9.676716,noise,m6fm6,0.1749333333333333,0.0810666666666666,2.0,0.1117866666666666,0.2909866666666666
c0_135_auto_accept_Cluster_12_131204_1800_m5fm5_chunk_012_1p473s.png,135,auto_accept,Cluster_12,131204_1800_m5fm5_chunk_012,1.4728533333333331,1.5325866666666668,0.0463299999999999,60.08064516129032,0.1907740075041,-98.90585755747432,0.9684903025627136,0,0.7468852558823121,9.189807,9.364154,usv,m5fm5,0.12373333333333347,0.05119999999999969,2.0,1.33632,1.4216533333333334
c0_136_auto_accept_Cluster_12_131211_1800_m1fm4_chunk_309_0p803s.png,136,auto_accept,Cluster_12,131211_1800_m1fm4_chunk_309,0.8029866666666666,0.84992,0.0461433333333333,46.81818181818181,0.1834373219141749,-103.1902029121715,0.949867844581604,0,1.0,9.519056,8.396567,noise,m1fm4,0.7658666666666667,0.7040000000000001,0.0,0.0221866666666666,0.0989866666666666
c0_137_auto_accept_Cluster_12_131205_1800_m4fm4_chunk_217_0p022s.png,137,auto_accept,Cluster_12,131205_1800_m4fm4_chunk_217,0.0221866666666666,0.04352,0.0086333333333333,55.4054054054054,0.1944760670457514,-99.25173091082144,0.9963171482086182,0,0.7820712618940993,8.275591,9.895894,usv,m4fm4,0.09386666666666664,0.055466666666666595,2.0,0.0989866666666666,0.1544533333333333
c0_138_auto_accept_Cluster_12_131211_1800_m1fm4_chunk_100_1p294s.png,138,auto_accept,Cluster_12,131211_1800_m1fm4_chunk_100,1.293653333333333,1.3576533333333334,0.0473599999999998,51.953125,0.1860219215539216,-103.82978973692416,0.930087387561798,0,1.0,9.959583,8.998052,noise,m1fm4,0.4693333333333334,0.40106666666666646,2.0,0.8200533333333333,0.8925866666666666
c0_139_auto_accept_Cluster_12_131204_1400_m4fm4_chunk_026_0p022s.png,139,auto_accept,Cluster_12,131204_1400_m4fm4_chunk_026,0.0221866666666666,0.03072,0.0064233333333333,77.65957446808511,0.1906366404396624,-102.80193404059308,0.9118888974189758,0,0.9592004203587208,7.5097084,9.127811,noise,m4fm4,0.07893333333333336,0.05120000000000001,2.0,0.08192,0.1288533333333333
c0_140_auto_accept_Cluster_12_131205_1000_m1fm1_chunk_265_1p541s.png,140,auto_accept,Cluster_12,131205_1000_m1fm1_chunk_265,1.54112,1.5965866666666666,0.0546733333333333,35.08403361344538,0.1827950594772155,-99.12889280167975,0.9916167855262756,0,0.9182042798980764,9.768512,8.301243,noise,m1fm1,0.18773333333333309,0.13226666666666675,-1.0,1.3533866666666667,1.4088533333333333
c0_141_auto_accept_Cluster_1_131204_1400_m3fm3_chunk_209_0p022s.png,141,auto_accept,Cluster_1,131204_1400_m3fm3_chunk_209,0.0221866666666666,0.03072,0.0081466666666666,85.63829787234042,0.1540691815673734,-102.3020150862162,0.940194606781006,0,0.9217544425870832,7.419675,8.88538,noise,m3fm3,0.06613333333333335,0.038400000000000004,2.0,0.06912,0.1160533333333333
c0_142_auto_accept_Cluster_1_131210_1000_m2fm4_chunk_288_0p022s.png,142,auto_accept,Cluster_1,131210_1000_m2fm4_chunk_288,0.0221866666666666,0.0349866666666666,0.01235,84.48275862068965,0.1699455659295647,-103.3468340817192,0.9861394166946412,0,0.946480273730574,8.063504,9.506367,noise,m2fm4,0.07040000000000005,0.017066666666666695,2.0,0.0520533333333333,0.14592
c0_143_auto_accept_Cluster_1_131205_1000_m2fm2_chunk_112_1p964s.png,143,auto_accept,Cluster_1,131205_1000_m2fm2_chunk_112,1.96352,1.97632,0.00285,87.06896551724138,0.1894170063034729,-102.9446162895813,0.9417234659194946,0,0.5524356600942283,9.151485,9.975423,noise,m2fm2,0.1365333333333334,0.04266666666666663,2.0,1.74592,1.9208533333333333
c0_144_auto_accept_Cluster_1_131211_1800_m1fm4_chunk_093_1p157s.png,144,auto_accept,Cluster_1,131211_1800_m1fm4_chunk_093,1.15712,1.2125866666666667,0.0357933333333333,45.16806722689076,0.1872497928598812,-101.60540341204386,0.9814904928207396,0,1.0,9.449049,8.339855,usv,m1fm4,0.2944,0.20906666666666673,2.0,1.4216533333333334,1.5368533333333334
c0_145_auto_accept_Cluster_1_131205_1000_m5fm5_chunk_307_1p575s.png,145,auto_accept,Cluster_1,131205_1000_m5fm5_chunk_307,1.5752533333333334,1.61792,0.0242666666666666,73.57142857142857,0.1915128127519564,-98.60903735843053,0.9106192588806152,0,1.0,7.631405,7.961015,usv,m5fm5,0.11946666666666661,0.04693333333333349,-1.0,1.42592,1.52832
c0_146_auto_accept_Cluster_1_131212_1000_m3fm4_chunk_025_0p022s.png,146,auto_accept,Cluster_1,131212_1000_m3fm4_chunk_025,0.0221866666666666,0.0392533333333333,0.0101199999999999,60.82089552238806,0.1915142019722681,-103.1179038309257,0.9620757699012756,0,0.9997339969491528,9.552967,9.612212,noise,m3fm4,0.061866666666666646,0.008533333333333303,2.0,0.0477866666666666,0.1373866666666666
c0_147_auto_accept_Cluster_1_131205_1000_m3fm3_chunk_041_0p056s.png,147,auto_accept,Cluster_1,131205_1000_m3fm3_chunk_041,0.05632,0.12032,0.0576,71.875,0.1812461345683548,-99.9966417587138,0.9815760850906372,0,1.0,8.017204,8.313028,usv,m3fm3,0.16853333333333326,0.05973333333333329,-1.0,0.1800533333333333,0.3336533333333333
