"time_of_day","avg_size","num_recordings","line_thickness"
17.2772222222222,1289122,1,1
17.2819444444444,1289122,1,1
17.3091666666667,1289122,1,1
17.3097222222222,1289122,1,1
17.3105555555556,1584034,1,1
17.3144444444444,1420194,1,1
17.3155555555556,1289122,1,1
17.3175,1289122,1,1
17.3205555555556,1289122,1,1
17.3222222222222,1289122,1,1
17.3225,1289122,1,1
17.3247222222222,1289122,1,1
17.3261111111111,1846178,1,1
17.3294444444444,1289122,1,1
17.3311111111111,1551266,1,1
17.3325,1289122,1,1
17.3341666666667,1289122,1,1
17.3344444444444,1289122,1,1
17.3361111111111,1289122,1,1
17.3377777777778,1289122,1,1
17.3386111111111,1289122,1,1
17.3408333333333,1289122,1,1
17.3436111111111,2075554,1,1
17.3458333333333,1289122,1,1
17.3525,1682338,1,1
17.3530555555556,1354658,1,1
17.3538888888889,1485730,1,1
17.3547222222222,1977250,1,1
17.3552777777778,1878946,1,1
17.3569444444444,1289122,1,1
17.3588888888889,1289122,1,1
17.3644444444444,1289122,1,1
17.3658333333333,1420194,1,1
17.3661111111111,1682338,1,1
17.3672222222222,1780642,1,1
17.3680555555556,1584034,1,1
17.3697222222222,1289122,1,1
17.3702777777778,1289122,1,1
17.3708333333333,1289122,1,1
17.3713888888889,1289122,1,1
17.3791666666667,1289122,1,1
17.3797222222222,1289122,1,1
17.3913888888889,1289122,1,1
17.3919444444444,1289122,1,1
17.3941666666667,1289122,1,1
17.3958333333333,1289122,1,1
17.3961111111111,1289122,1,1
17.3980555555556,1289122,1,1
17.3988888888889,1289122,1,1
17.4005555555556,1289122,1,1
17.4011111111111,1289122,1,1
17.4025,1452962,1,1
17.4036111111111,1289122,1,1
17.4055555555556,1289122,1,1
17.4108333333333,1289122,1,1
17.4127777777778,1289122,1,1
17.415,1289122,1,1
17.4161111111111,1289122,1,1
17.4177777777778,1289122,1,1
17.4302777777778,1289122,1,1
17.4394444444444,1977250,1,1
17.4408333333333,1289122,1,1
17.4525,1289122,1,1
17.4561111111111,1289122,1,1
17.4577777777778,1289122,1,1
17.46,1289122,1,1
17.4605555555556,1289122,1,1
17.4616666666667,1289122,1,1
17.4625,1567650,2,10
17.4633333333333,1289122,1,1
17.4672222222222,1289122,1,1
17.4686111111111,1289122,1,1
17.4694444444444,1420194,1,1
17.4697222222222,1993634,2,10
17.4705555555556,1289122,1,1
17.4713888888889,1289122,2,10
17.4727777777778,1387426,1,1
17.4738888888889,1289122,1,1
17.4741666666667,1289122,1,1
17.4775,2632610,1,1
17.4780555555556,1420194,1,1
17.4802777777778,1289122,1,1
17.4808333333333,1289122,1,1
17.4811111111111,1289122,1,1
17.4825,1387426,2,10
17.4863888888889,1289122,1,1
17.4875,1649570,1,1
17.4891666666667,1452962,2,10
17.49,1289122,1,1
17.4908333333333,1354658,1,1
17.4913888888889,2010018,1,1
17.4963888888889,1289122,1,1
17.4980555555556,1321890,1,1
17.4986111111111,1584034,1,1
17.5002777777778,1289122,1,1
17.5008333333333,1289122,1,1
17.51,1289122,1,1
17.5236111111111,1354658,1,1
